TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1514110961800;-;-;8.72496;-0.87249756;2.0082245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961801;-;-;8.72496;-0.87249756;2.0082245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961822;-;-;8.623199;-1.111908;1.9256134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961842;-;-;8.538208;-1.0388947;2.211731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961863;-;-;8.56575;-0.9610748;2.4200287;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961883;-;-;8.790802;-0.87249756;2.8785095;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961904;-;-;9.240906;-0.5528717;2.2225037;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961924;-;-;9.23732;-0.4379425;1.7268982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961944;-;-;9.397736;-0.47984314;2.235672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961964;-;-;9.240906;-0.41760254;2.0884247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110961986;-;-;9.14035;-0.4044342;1.8310547;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110962006;-;-;8.952408;-0.34936523;1.6107788;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110962025;-;-;8.72496;-0.28831482;1.4168549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110962049;-;-;8.629196;-0.32901;1.5102234;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110962066;-;-;8.704605;-0.20809937;1.4012909;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514110962086;-;-;8.847061;-0.00340271;0.9416046;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
