TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1514174607024;-;-;9.184647;-0.8581238;0.0138549805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607022;-;-;9.184647;-0.8581238;0.0138549805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607040;-;-;9.372589;-0.8162384;0.1251831;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607061;-;-;9.286407;-0.88327026;0.3598175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607081;-;-;9.373795;-0.8246155;0.31552124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607101;-;-;9.092468;-0.86531067;-0.16571045;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607121;-;-;9.273239;-0.80784607;-0.11543274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607142;-;-;9.133179;-0.59477234;0.015045166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607162;-;-;9.347458;-0.59477234;0.089263916;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607182;-;-;9.471954;-0.5217438;-0.40034485;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607203;-;-;9.239716;-0.6833496;-0.70440674;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607222;-;-;9.226547;-0.7767334;-0.43745422;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607242;-;-;8.975159;-0.759964;-0.58828735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607271;-;-;9.224152;-0.8497467;-0.5858917;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607283;-;-;9.340271;-0.80545044;-0.4278717;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607303;-;-;7.143585;1.1123047;-0.77622986;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607324;-;-;9.737701;-0.22605896;-0.5918884;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607344;-;-;10.410477;-0.4547119;-0.372818;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607364;-;-;10.172256;-0.13986206;-1.3209229;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607384;-;-;10.367386;-0.17817688;-1.3197174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607406;-;-;9.635956;-0.040512085;-1.0958557;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607425;-;-;9.467163;-0.3768921;-0.93066406;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607445;-;-;9.267242;-0.621109;-0.82292175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607466;-;-;9.124786;-0.65940857;-0.95339966;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607486;-;-;8.938049;-0.878479;-0.3584442;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607506;-;-;9.260071;-0.8461609;-0.75109863;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607527;-;-;9.15831;-0.91319275;-0.9402313;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607547;-;-;9.044586;-0.9562988;-1.1293793;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607567;-;-;9.210983;-1.0891724;-1.0683289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607588;-;-;9.483917;-1.4698486;-1.0886841;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607608;-;-;9.12001;-1.3549194;-1.2095795;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607628;-;-;9.019455;-0.7491913;-1.3328857;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607649;-;-;8.756088;-0.54927063;-1.3388672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607669;-;-;8.916504;-0.050079346;-2.3157043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607689;-;-;10.153107;-0.4882202;-1.3664093;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607710;-;-;9.036209;-0.38287354;-1.4537964;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607730;-;-;9.105637;0.39404297;-1.6884308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607750;-;-;9.485123;0.51493835;-1.8883362;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607770;-;-;9.723343;0.09715271;-1.7315216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607791;-;-;9.143951;-0.8425598;-1.1293793;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607811;-;-;9.407303;-0.8174286;-1.195221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607831;-;-;9.257675;-0.015365601;-1.0491791;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514174607852;-;-;9.3103485;-0.0045928955;-0.93904114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
