TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1512471934608;-;-;8.856644;0.49220276;0.93562317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934630;-;-;9.012268;0.37368774;0.76322937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934644;-;-;9.135559;0.4479065;0.75006104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934665;-;-;9.232529;0.52093506;0.7763977;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934685;-;-;9.276825;0.5305023;0.80633545;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934705;-;-;9.130783;0.4658661;0.80752563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934726;-;-;9.084091;0.5257263;0.77760315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934747;-;-;9.110428;0.5305023;0.78118896;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934767;-;-;9.184647;0.45628357;0.89372253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934787;-;-;9.179855;0.37010193;0.6961975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934807;-;-;9.13916;0.36410522;0.74887085;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934828;-;-;8.991913;0.43832397;0.8159027;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934849;-;-;9.033813;0.53889465;0.8697815;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934883;-;-;9.07811;0.44551086;0.98709106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934890;-;-;9.142746;0.417984;0.7823944;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934910;-;-;9.683838;0.53170776;2.539734;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934930;-;-;9.306747;0.74598694;0.8925171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934950;-;-;9.127182;0.2803192;0.80633545;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934972;-;-;9.111618;0.3497467;0.91885376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471934991;-;-;9.181061;0.25637817;0.83865356;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935012;-;-;9.108032;0.35812378;0.86499023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935035;-;-;9.301956;0.3617096;0.31910706;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935057;-;-;9.155914;0.9099884;0.75006104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935076;-;-;8.995499;0.8381653;1.0673065;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935097;-;-;9.124786;0.2850952;0.666275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935117;-;-;9.087677;0.17855835;0.8913269;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935138;-;-;9.333084;0.43354797;0.7285156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935158;-;-;9.094864;0.2695465;0.54776;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935179;-;-;8.954803;0.36410522;0.9523773;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935199;-;-;9.467163;0.37010193;0.26763916;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935219;-;-;9.142746;0.8405609;0.9344177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935240;-;-;9.172684;0.3174286;1.1091919;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935259;-;-;8.790802;0.29348755;0.41368103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935279;-;-;8.074936;0.11392212;1.246872;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935299;-;-;8.717773;0.34854126;0.92962646;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935320;-;-;9.79277;0.60832214;1.2588348;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935340;-;-;9.47435;0.9650574;0.47833252;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935360;-;-;10.026215;0.58078;0.90449524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512471935381;-;-;9.459976;0.5448761;1.0924377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
