TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1512465676914;-;-;8.3897705;-2.439499;3.5093842;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465676940;-;-;8.400543;-2.4371033;3.070053;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465676951;-;-;8.471176;-2.447876;2.927597;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465676971;-;-;8.705811;-2.4502716;2.9491425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465676991;-;-;8.680664;-2.4490814;2.8270416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677012;-;-;8.520264;-2.1653595;2.1949615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677032;-;-;8.302383;-2.1689606;2.1913757;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677053;-;-;8.086899;-2.293457;1.7005615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677074;-;-;9.319916;-2.5041504;2.4643097;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677094;-;-;8.447235;-2.6585693;0.6638794;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677114;-;-;8.447235;-2.961441;1.3749542;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677135;-;-;8.717773;-2.7292023;1.3174896;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677155;-;-;9.197815;-2.6884918;1.3043213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677183;-;-;9.312744;-2.1318512;1.8513947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677196;-;-;8.881775;-2.182129;1.0565186;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677216;-;-;11.489059;-2.6813202;-0.40034485;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677237;-;-;8.791992;-1.8924255;0.8590088;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677257;-;-;9.497086;-2.3341522;0.5956421;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677277;-;-;8.885376;-2.0671997;0.1251831;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677298;-;-;9.881363;-1.7631378;1.1534882;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677317;-;-;8.503494;-2.6477966;1.5150146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677338;-;-;7.985153;-2.811798;-0.12741089;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677358;-;-;8.701019;-2.7663116;-5.187988E-4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677379;-;-;9.021835;-2.6226501;0.7799988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677400;-;-;9.957977;-2.104309;1.9579468;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677419;-;-;9.473145;-1.8469391;0.5453644;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677439;-;-;8.490326;-1.3824615;-0.7403259;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677460;-;-;9.483917;-1.4064026;-1.3005676;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677479;-;-;10.8402405;-1.992981;0.16947937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677500;-;-;9.616806;-2.3305664;-2.168457;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677520;-;-;9.25528;-2.3078156;-1.3173218;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677540;-;-;8.589691;-1.2603607;-0.19923401;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677561;-;-;10.230911;-1.2675323;0.37417603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677582;-;-;10.961151;-3.2176208;-0.48893738;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677602;-;-;8.370621;-1.5093536;-2.0643158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677622;-;-;9.509064;0.081588745;-1.0276337;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677643;-;-;11.058105;-0.636673;-2.6137848;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677663;-;-;7.2980194;0.04447937;0.18623352;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677684;-;-;11.474701;-0.40203857;-2.310913;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677704;-;-;9.5354;-0.7084961;-3.214737;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677725;-;-;8.891357;0.29826355;-0.28303528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677745;-;-;7.8798065;-0.8748932;-0.15374756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677765;-;-;8.177887;-0.6127167;-1.658493;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677786;-;-;11.236481;-1.6877136;-1.6668854;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677807;-;-;10.487091;-2.0923462;-0.98812866;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677827;-;-;8.747711;-0.625885;0.060531616;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677848;-;-;7.5913086;-0.20930481;-0.64694214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677868;-;-;6.922119;0.47305298;-1.574707;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677889;-;-;8.314362;-0.19374084;-0.4673767;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677909;-;-;10.18782;-1.3668976;-1.045578;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677930;-;-;9.471954;-0.92277527;-1.0515747;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677949;-;-;10.220139;-0.12908936;-1.8153229;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677970;-;-;9.640747;0.0756073;-1.4107056;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465677989;-;-;9.246902;0.43354797;-1.3735962;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678009;-;-;9.33548;-0.06324768;-0.7295532;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678029;-;-;9.965164;0.19293213;-0.59906006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678050;-;-;9.012268;1.3301697;-2.045166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678070;-;-;9.304352;0.18214417;-1.0707245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678091;-;-;9.458786;-0.09197998;-1.5735016;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678112;-;-;9.480331;-0.52653503;-1.3544312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678132;-;-;9.918472;-0.68455505;-0.97854614;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678153;-;-;10.355408;-0.79467773;-1.021637;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678172;-;-;9.345062;-0.37091064;-1.0575562;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678192;-;-;9.242111;-0.33140564;-1.2048035;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678212;-;-;8.540604;0.0013885498;-0.70440674;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1512465678233;-;-;8.693832;-0.0440979;-0.32133484;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
