TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1514181644858;-;-;8.1527405;-1.3357697;3.6650085;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644888;-;-;7.971985;-1.2316284;3.3226318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644895;-;-;8.033035;-1.2388;3.240036;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644915;-;-;8.413712;-1.3022614;3.2687683;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644934;-;-;8.829102;-1.1346588;3.2364502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644955;-;-;8.924881;-0.89045715;2.7671814;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644974;-;-;8.975159;-0.7336273;2.3481903;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181644995;-;-;8.838684;-0.8712921;2.7647858;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645015;-;-;8.704605;-0.9359436;2.244049;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645036;-;-;8.668701;-1.0819855;2.0513153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645056;-;-;8.64595;-1.0329132;1.8657684;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645077;-;-;8.624405;-1.175354;1.4982605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645097;-;-;9.80954;-2.6884918;-5.2486115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645118;-;-;8.654327;-0.3697052;2.0980072;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645138;-;-;10.830658;0.9650574;2.872528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645159;-;-;10.63913;0.6023407;1.4527588;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645179;-;-;9.974731;-0.21887207;0.9595642;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645200;-;-;9.178665;-0.5157623;1.236084;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645219;-;-;9.197815;-0.3361969;1.3019257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645240;-;-;8.138382;-0.7851105;0.69021606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645259;-;-;8.971558;-1.0113525;0.68782043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645280;-;-;9.267242;-1.012558;0.7440796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645302;-;-;9.330688;-0.7803192;0.9320221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645321;-;-;9.738907;-1.1837463;0.87457275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645342;-;-;9.69342;-1.0305176;0.3885498;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645362;-;-;10.161484;-1.4506989;0.5010681;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645382;-;-;9.689819;-1.0628357;0.53338623;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645402;-;-;8.771652;-0.45350647;0.47712708;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645423;-;-;9.209793;-0.27633667;0.21138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645444;-;-;8.789597;-0.68574524;0.29397583;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645463;-;-;8.995499;-0.6438446;0.33946228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645484;-;-;8.896149;-0.5432892;0.1826477;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645504;-;-;8.930862;-0.20092773;0.13476563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645524;-;-;9.438431;0.1558075;0.03779602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645545;-;-;9.738907;0.13546753;-0.44224548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645564;-;-;9.637146;-0.19732666;-0.69363403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645586;-;-;9.155914;0.010971069;-0.25909424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645605;-;-;9.154724;-0.7910919;0.16708374;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645626;-;-;8.502304;-0.29190063;-0.35365295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645646;-;-;8.58609;-0.26316833;-0.47816467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645666;-;-;9.513855;-0.22845459;-0.097473145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645687;-;-;9.79277;-0.88446045;-0.417099;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645708;-;-;8.423294;-1.4686584;-0.44703674;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645728;-;-;9.981918;-1.4554901;-0.5439911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645748;-;-;10.940796;-1.190918;-1.4250641;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645769;-;-;8.770447;-0.30506897;0.07369995;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645789;-;-;9.178665;-0.6330719;-0.5930786;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645809;-;-;9.628769;-0.32781982;-1.4130859;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645830;-;-;10.001068;-0.14944458;-0.28901672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645850;-;-;9.71257;-0.19732666;-0.44943237;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645871;-;-;8.896149;-0.19972229;-0.40872192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645891;-;-;8.40892;-0.25479126;-0.43984985;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645912;-;-;7.0454254;-0.81503296;-1.3472595;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645932;-;-;7.858261;-1.0819855;-1.4765472;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645953;-;-;8.971558;-1.3848572;-4.2765656;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645973;-;-;10.2357025;-1.6422272;-3.8934937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181645994;-;-;11.520187;-1.8170013;-4.8978577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646013;-;-;9.517441;-1.1442413;-3.38591;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646034;-;-;8.951218;-0.51097107;-2.021225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646055;-;-;9.726929;-1.0005798;-1.5244293;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646075;-;-;10.751648;-1.273529;-1.5878754;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646095;-;-;8.199432;-0.63427734;-0.35725403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646116;-;-;8.041412;-0.58877563;-1.7997589;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646136;-;-;7.556595;-1.0041809;-1.7267303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646157;-;-;9.341461;-0.9898071;-2.5682983;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646177;-;-;8.669891;-1.0556488;-0.41471863;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646197;-;-;8.247314;-1.3908386;-0.44224548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646218;-;-;9.056564;-0.8126373;-1.001297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646239;-;-;7.869034;-1.1717682;-0.022064209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646258;-;-;9.595245;-1.6601868;-0.72476196;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646279;-;-;8.373016;-1.4303436;-0.55955505;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646300;-;-;7.724182;-1.0891724;-0.37042236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646320;-;-;7.4716034;-0.5923767;-1.8500366;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514181646340;-;-;10.791153;-1.467453;-1.045578;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
