TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1513509128477;-;-;9.307953;-0.07522583;-0.48054504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128478;-;-;9.391739;-0.1985321;-0.42549133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128496;-;-;9.463577;-0.62828064;-0.7307434;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128516;-;-;9.3151245;-0.82940674;-0.77145386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128536;-;-;9.357025;-0.86172485;-0.69602966;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128557;-;-;9.31633;-0.6905365;-0.50450134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128577;-;-;9.214569;-0.62350464;-0.41830444;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128597;-;-;9.178665;-0.5780029;-0.5691376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128617;-;-;9.3103485;-0.4559021;-0.48654175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128637;-;-;9.214569;-0.41760254;-0.6337738;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128657;-;-;9.306747;-0.51934814;-0.7175751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128678;-;-;9.181061;-0.5432892;-0.7163849;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128698;-;-;9.227737;-0.46427917;-0.59547424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128725;-;-;9.045776;-0.6510315;-0.55596924;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128738;-;-;8.997894;-0.7587738;-0.4733734;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128759;-;-;9.014664;-0.6941223;-0.31774902;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128779;-;-;9.031418;-0.5744171;-0.22198486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128800;-;-;8.892548;-0.8688965;0.28559875;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128819;-;-;10.166275;-0.76356506;-0.8684082;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128839;-;-;9.038605;-1.107132;0.52381897;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128859;-;-;8.441254;-0.63067627;-0.1776886;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128880;-;-;8.620819;-0.4163971;-0.49731445;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128900;-;-;8.507095;0.8525238;0.7931671;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128920;-;-;7.7337646;0.088775635;-1.5004883;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513509128940;-;-;9.230133;0.32460022;0.06892395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
