TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1514102882082;-;-;7.1088715;-2.0576172;5.4630585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882082;-;-;7.1088715;-2.0576172;5.4630585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882101;-;-;6.280487;-2.2132416;4.394043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882122;-;-;7.272873;-1.6781464;4.258774;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882141;-;-;8.134796;-1.2400055;5.302643;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882161;-;-;8.511871;-1.2088776;5.434326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882181;-;-;8.64476;-1.2196503;4.963867;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882202;-;-;8.033035;-1.1981049;3.8673248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882223;-;-;7.43927;-1.2316284;2.8342133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882243;-;-;7.7253876;-0.89404297;2.5948029;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882262;-;-;8.252106;-0.6438446;2.8617554;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882282;-;-;7.945648;-0.0440979;1.899292;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882303;-;-;9.141556;-0.1925354;3.0365295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882336;-;-;8.699814;-0.17936707;0.023422241;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882342;-;-;8.861435;-0.17459106;0.32270813;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882362;-;-;9.459976;0.2695465;-2.1900177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882383;-;-;7.8043976;1.7060547;-1.7506714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514102882403;-;-;10.658279;1.1841278;-0.2351532;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
