TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1513510016439;-;-;9.220566;-0.0069885254;-0.7666626;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016447;-;-;9.3103485;-0.009384155;-0.7965851;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016467;-;-;9.06134;-0.08241272;-0.6253967;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016487;-;-;9.122391;-0.19134521;-0.73194885;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016507;-;-;9.146347;-0.11831665;-0.85884094;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016528;-;-;9.2313385;-0.074035645;-0.84207153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016548;-;-;9.37738;0.12828064;-0.7080078;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016568;-;-;9.269638;0.13665771;-0.66729736;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016589;-;-;9.183456;0.22764587;-0.74391174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016608;-;-;9.106842;0.25398254;-0.80856323;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016628;-;-;9.007477;0.19172668;-0.6517334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016649;-;-;8.825516;1.2954559;-0.8325043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016669;-;-;9.604828;0.33776855;-1.1928253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016692;-;-;9.744888;0.2013092;-0.89953613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016709;-;-;9.419281;0.0181427;-0.74391174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016730;-;-;8.97995;-0.210495;-0.81095886;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016750;-;-;8.815933;0.055252075;-0.3955536;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016770;-;-;8.420898;0.41079712;-0.5691376;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016791;-;-;8.323929;0.5556488;-1.0683289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016811;-;-;8.969162;0.8237915;-1.061142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016831;-;-;9.115219;0.8848419;-1.6465302;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016852;-;-;9.068527;0.6897278;-1.8584137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016872;-;-;8.782425;0.35932922;-1.3819733;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016892;-;-;8.872208;0.7842865;-1.1736755;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016913;-;-;9.00029;1.130249;-1.2012024;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016933;-;-;8.801575;1.1206818;-1.0264282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016953;-;-;8.98114;0.967453;-0.92108154;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016973;-;-;9.582092;1.2224274;-0.9079132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510016993;-;-;9.602432;0.98420715;-1.4274597;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1513510017013;-;-;9.471954;0.6849365;-1.4394226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
