TimeStamp[ms];Prox[Cm];Lux[lux];AccX[m/s^2];AccY[m/s^2];AccZ[m/s^2];GyroX[rad/s];GyroY[rad/s];GyroZ[rad/s];MagnX[uT];MagnY[uT];MagnZ[uT];OrienYaw[degrees];OrienPitch[degrees];OrienRoll[degrees];Press[Pa];Temp[C°];Batt[%];Lat;Lng;Speed[m/s]
1514208604741;-;-;8.144363;-1.5021667;3.576416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604747;-;-;8.150345;-1.5153351;3.4962158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604767;-;-;8.270065;-1.7260284;3.5225525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604788;-;-;8.343079;-1.7296143;3.4902344;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604808;-;-;8.449631;-1.7774963;3.5345306;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604828;-;-;8.503494;-1.8026428;3.4172058;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604849;-;-;8.475967;-1.7966614;3.437561;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604868;-;-;8.509476;-1.7918701;3.33461;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604889;-;-;8.520264;-1.7320099;3.1346893;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604908;-;-;8.386185;-1.6577911;2.955124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604928;-;-;8.158737;-1.467453;2.4762878;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604949;-;-;8.304779;-1.4889984;2.0572968;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604969;-;-;8.471176;-1.6290588;1.5449371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208604996;-;-;8.080917;-1.9343262;0.37538147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605010;-;-;8.568146;-1.7224426;0.3705902;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605030;-;-;8.847061;-0.95269775;0.31910706;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605050;-;-;10.392517;-0.9167938;0.06892395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605070;-;-;10.475128;-0.5504761;0.96195984;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605091;-;-;9.361816;-2.016922;-0.03642273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605111;-;-;9.847839;-1.1250763;-0.19683838;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605132;-;-;9.437241;-1.8074341;0.15270996;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605151;-;-;8.83989;-1.7511597;0.017440796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605172;-;-;8.259293;-1.6625824;-0.056777954;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605192;-;-;8.648346;-1.6134949;-0.6685028;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605213;-;-;9.172684;-1.8170013;-0.456604;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605233;-;-;9.039795;-2.151001;-0.21598816;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605253;-;-;10.70137;-2.4502716;0.50704956;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605274;-;-;10.48111;-1.9570618;-0.20881653;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605294;-;-;9.511459;-1.4351349;-0.19204712;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605314;-;-;8.513077;-0.58877563;-0.45899963;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605334;-;-;8.778824;-0.8569336;-1.2873993;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605355;-;-;9.653915;-1.1143036;-0.14416504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605375;-;-;8.490326;-1.2651367;1.3007355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605395;-;-;9.339081;-0.8425598;0.26524353;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605416;-;-;8.944031;-0.7276459;-0.35006714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605436;-;-;8.705811;-0.8880615;-0.6948395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605456;-;-;8.638763;-0.028533936;-1.5926514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605476;-;-;8.819534;-0.64863586;0.48550415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605496;-;-;8.955994;-0.8760834;-0.25190735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605517;-;-;10.18782;-1.0017853;-1.3484497;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605537;-;-;12.43956;-0.8868561;-1.1329651;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605557;-;-;2.5479126;-0.7336273;1.0888519;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605578;-;-;9.072113;-1.696106;-0.79060364;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605598;-;-;7.9145203;-0.76356506;-1.1389618;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1514208605618;-;-;7.8833923;-0.85095215;-1.7746124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
